Column1,timestamp8601,@message,cf_app_name,level,Error Message,Exception Details,Exception Name,Misc.
3789,"June 17th 2020, 13:28:59.577",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
3791,"June 17th 2020, 13:28:59.577",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
3822,"June 17th 2020, 13:28:58.419","       message-data-start => error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/ryansorr@gmail.com?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HCPO3D97:00000245 ,  customstr102=HttpRequestException , postdata = NA  message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",SupportOnlineContactUsSliderApi,error," error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/ryansorr@gmail.com?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HCPO3D97:00000245 ,  customstr102=HttpRequestException , postdata = NA  "," System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
3927,"June 17th 2020, 13:28:57.013","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
3934,"June 17th 2020, 13:28:56.834","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
3936,"June 17th 2020, 13:28:56.798","       message-data-start => error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/vsavino@cse.edu?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=63ae3c3a-7efa-4d2d-751c-35193b41d224 ,  customstr102=HttpRequestException , postdata = NA  message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",support-contactus-ux,error," error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/vsavino@cse.edu?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=63ae3c3a-7efa-4d2d-751c-35193b41d224 ,  customstr102=HttpRequestException , postdata = NA  "," System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
3972,"June 17th 2020, 13:28:56.617","       message-data-start => error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/vsavino@cse.edu?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM0BIB5DKE3G:00000026 ,  customstr102=HttpRequestException , postdata = NA  message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",RVPSApi,error," error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/vsavino@cse.edu?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM0BIB5DKE3G:00000026 ,  customstr102=HttpRequestException , postdata = NA  "," System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
3983,"June 17th 2020, 13:28:56.463","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[0]       message-data-start => error-in-api call.ServiceStoreApiClient  https://servicestore-api.ausmpc.pcf.dell.com/api/carts/52W7ZG2/servicecarts?fromDate=05/18/2020 06:28:55 PM . customstr101=f0e8c59c-877c-4fc2-6bf3-b31b60d0e6fe . message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",servicestore-web,error, error-in-api call.ServiceStoreApiClient  https://servicestore-api.ausmpc.pcf.dell.com/api/carts/52W7ZG2/servicecarts?fromDate=05/18/2020 06:28:55 PM . customstr101=f0e8c59c-877c-4fc2-6bf3-b31b60d0e6fe . ," System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
4012,"June 17th 2020, 13:28:56.336",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
4253,"June 17th 2020, 13:28:54.693","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[0]       message-data-start => error-in-api call.ServiceStoreApiClient  https://servicestore-api.ausmpc.pcf.dell.com/api/carts/8W8RLC2/servicecarts?fromDate=05/18/2020 06:28:46 PM . customstr101= . message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",servicestore-web,error, error-in-api call.ServiceStoreApiClient  https://servicestore-api.ausmpc.pcf.dell.com/api/carts/8W8RLC2/servicecarts?fromDate=05/18/2020 06:28:46 PM . customstr101= . ," System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
4330,"June 17th 2020, 13:28:53.451","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
4356,"June 17th 2020, 13:28:51.065","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[0]       message-data-start => error-in-api call.ServiceStoreApiClient  https://servicestore-api.ausmpc.pcf.dell.com/api/carts/HK47772/servicecarts?fromDate=05/18/2020 06:28:46 PM . customstr101=a9c7a451-3562-4f78-7ec9-60d7a41595e8 . message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",servicestore-web,error, error-in-api call.ServiceStoreApiClient  https://servicestore-api.ausmpc.pcf.dell.com/api/carts/HK47772/servicecarts?fromDate=05/18/2020 06:28:46 PM . customstr101=a9c7a451-3562-4f78-7ec9-60d7a41595e8 . ," System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
